,ProjectID,Project Summary,Scope and Deliverables,Theme_x,Products Involved,Required Skills and Expertise,Customer Preferences (Certifications),Integration Requirements (Expertise Areas),Customer Industry,Work Location_x,Work Flexibility_x,Languages Required,Complexity,Effort,Requested End,EmployeeID,Role Name,Role Description,Theme_y,Products Experience,Core Competencies,External/Internal Certifications,Expertise Areas,Industry Experience,Work Location_y,Work Flexibility_y,Languages Known,Available From,Weekly Availability in Hours,Cultural Awareness,Problem Solving,Leadership,Product Match Score,Location Match Score,Language Match Score,Industry Match Score,Skill Match Score,Certification Match Score,Expertise Match Score,Job Description Match Score,Cultural Awareness Score,Problem Solving Score,Leadership Score,Availability Score,Available,Product Match Score Weighted,Location Match Score Weighted,Language Match Score Weighted,Industry Match Score Weighted,Skill Match Score Weighted,Certification Match Score Weighted,Expertise Match Score Weighted,Job Description Match Score Weighted,Cultural Awareness Score Weighted,Problem Solving Score Weighted,Leadership Score Weighted,Final Score
356,P18,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Workflow2000', 'IntegraitonHub', 'CloudSuite']","{'API Development': 5, 'IT Infrastrutcure': 9, 'Data Analyiss': 5}","['ITIL', 'ISO 27001']","['API Integration', 'Cybersecurity']",Education,Vienna,onsite,"{'Italian': 'C2', 'Englihs': 'B2'}",8,110,2025-07-15,E17,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['Workflow2000', 'AIScan']","{'IT Infrastructure': 10, 'Workflow Automation': 8, 'API Development': 9, 'Cloud Services': 10}",['ITIL'],"['Scripting', 'API Integration']",['Education'],London,hybrid,{'French': 'B2'},2025-06-20,30,6,3,1,0.33,0.0,0.0,1.0,0.83,0.5,0.5,0.541,0.6,0.3,0.1,0.97,0,0.033,0.0,0.0,0.075,0.166,0.05,0.05,0.08115,0.015,0.0075,0.0025000000000000005,0.48015
352,P18,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Workflow2000', 'IntegraitonHub', 'CloudSuite']","{'API Development': 5, 'IT Infrastrutcure': 9, 'Data Analyiss': 5}","['ITIL', 'ISO 27001']","['API Integration', 'Cybersecurity']",Education,Vienna,onsite,"{'Italian': 'C2', 'Englihs': 'B2'}",8,110,2025-07-15,E13,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,['AIScan'],"{'IT Infrastructure': 7, 'Workflow Automation': 7, 'Data Analysis': 5, 'Cloud Services': 6}",['ISO 27001'],['Scripting'],"['Education', 'Retail', 'Healthcare']",Berlin,hybrid,"{'Italian': 'C1', 'French': 'B1'}",2025-06-21,40,8,7,7,0.0,0.0,0.42,1.0,0.75,0.5,0.0,0.539,0.8,0.7,0.7,1.0,1,0.0,0.0,0.042,0.075,0.15000000000000002,0.05,0.0,0.08085,0.020000000000000004,0.017499999999999998,0.017499999999999998,0.4528500000000001
348,P18,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Workflow2000', 'IntegraitonHub', 'CloudSuite']","{'API Development': 5, 'IT Infrastrutcure': 9, 'Data Analyiss': 5}","['ITIL', 'ISO 27001']","['API Integration', 'Cybersecurity']",Education,Vienna,onsite,"{'Italian': 'C2', 'Englihs': 'B2'}",8,110,2025-07-15,E9,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['AIScan', 'IntegrationHub']","{'API Development': 4, 'IT Infrastructure': 4}","['Microsoft Azure Certification', 'ISO 27001']",['Cybersecurity'],['Retail'],Vienna,hybrid,{'French': 'A2'},2025-06-20,30,2,9,8,0.33,0.5,0.0,0.0,0.58,0.5,0.5,0.541,0.2,0.9,0.8,0.97,0,0.033,0.05,0.0,0.0,0.11599999999999999,0.05,0.05,0.08115,0.005000000000000001,0.022500000000000003,0.020000000000000004,0.42765000000000003
353,P18,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Workflow2000', 'IntegraitonHub', 'CloudSuite']","{'API Development': 5, 'IT Infrastrutcure': 9, 'Data Analyiss': 5}","['ITIL', 'ISO 27001']","['API Integration', 'Cybersecurity']",Education,Vienna,onsite,"{'Italian': 'C2', 'Englihs': 'B2'}",8,110,2025-07-15,E14,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['AIScan', 'Workflow2000']","{'Workflow Automation': 6, 'Cloud Services': 9, 'API Development': 6}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'Networking']","['Finance', 'Manufacturing']",Vienna,remote,{'Italian': 'B2'},2025-06-09,40,1,2,6,0.33,0.0,0.33,0.0,0.42,0.5,0.5,0.541,0.1,0.2,0.6,1.0,1,0.033,0.0,0.033,0.0,0.084,0.05,0.05,0.08115,0.0025000000000000005,0.005000000000000001,0.015,0.35365
344,P18,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Workflow2000', 'IntegraitonHub', 'CloudSuite']","{'API Development': 5, 'IT Infrastrutcure': 9, 'Data Analyiss': 5}","['ITIL', 'ISO 27001']","['API Integration', 'Cybersecurity']",Education,Vienna,onsite,"{'Italian': 'C2', 'Englihs': 'B2'}",8,110,2025-07-15,E5,Content Creator,"Develops written, video, and visual content for marketing.",Marketing,"['Digital Campaign Manager', 'Content CMS']","{'Campaign Management': 9, 'SEO Optimization': 4, 'Copywriting': 7, 'Content Strategy': 8}","['HubSpot Marketing Certification', 'Google Ads Certification']",['SEO Optimization'],"['Education', 'Manufacturing']",Vienna,onsite,"{'Italian': 'C2', 'French': 'B2'}",2025-06-21,30,5,7,9,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.428,0.5,0.7,0.9,0.94,0,0.0,0.1,0.05,0.075,0.0,0.0,0.0,0.0642,0.0125,0.017499999999999998,0.022500000000000003,0.34170000000000006
357,P18,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Workflow2000', 'IntegraitonHub', 'CloudSuite']","{'API Development': 5, 'IT Infrastrutcure': 9, 'Data Analyiss': 5}","['ITIL', 'ISO 27001']","['API Integration', 'Cybersecurity']",Education,Vienna,onsite,"{'Italian': 'C2', 'Englihs': 'B2'}",8,110,2025-07-15,E18,Workflow Consultant,Analyzes business processes and recommends workflow improvements.,Consulting,"['Strategy Kit', 'Business Analysis Framework', 'ERP Migration Tool']","{'Strategic Planning': 6, 'Change Management': 8, 'Business Analysis': 7, 'Project Management': 9, 'Workflow Optimization': 5}","['PMP', 'Business Analysis Certification']",['Business Workflow Optimization'],"['Retail', 'Healthcare']",Vienna,onsite,{'Italian': 'C2'},2025-06-01,30,10,4,2,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.611,1.0,0.4,0.2,1.0,1,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.09165,0.025,0.010000000000000002,0.005000000000000001,0.28165000000000007
354,P18,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Workflow2000', 'IntegraitonHub', 'CloudSuite']","{'API Development': 5, 'IT Infrastrutcure': 9, 'Data Analyiss': 5}","['ITIL', 'ISO 27001']","['API Integration', 'Cybersecurity']",Education,Vienna,onsite,"{'Italian': 'C2', 'Englihs': 'B2'}",8,110,2025-07-15,E15,Senior HR Manager,Manages HR operations and employee relations.,HR,"['Employee Experience Platform', 'Onboarding Suite', 'HRIS Plus']","{'Talent Management': 10, 'Organizational Development': 10, 'Communication Skills': 8}",['HR Analytics Certification'],['Organizational Development Systems'],"['Manufacturing', 'Education', 'Finance']",Berlin,onsite,"{'English': 'C2', 'Italian': 'B1'}",2025-06-04,20,9,5,4,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.494,0.9,0.5,0.4,1.0,1,0.0,0.0,0.07500000000000001,0.075,0.0,0.0,0.0,0.0741,0.022500000000000003,0.0125,0.010000000000000002,0.2691
342,P18,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Workflow2000', 'IntegraitonHub', 'CloudSuite']","{'API Development': 5, 'IT Infrastrutcure': 9, 'Data Analyiss': 5}","['ITIL', 'ISO 27001']","['API Integration', 'Cybersecurity']",Education,Vienna,onsite,"{'Italian': 'C2', 'Englihs': 'B2'}",8,110,2025-07-15,E3,Strategy Consultant,Advises leadership on business growth and optimization strategies.,Consulting,"['Business Analysis Framework', 'ERP Migration Tool', 'Strategy Kit']","{'Workflow Optimization': 6, 'Strategic Planning': 6, 'Business Analysis': 6, 'Project Management': 9}",['PMP'],['Strategic Planning'],"['Retail', 'Education', 'Finance']",London,remote,{'German': 'A1'},2025-06-16,40,9,5,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.445,0.9,0.5,1.0,1.0,1,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.06675,0.022500000000000003,0.0125,0.025,0.20174999999999998
355,P18,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Workflow2000', 'IntegraitonHub', 'CloudSuite']","{'API Development': 5, 'IT Infrastrutcure': 9, 'Data Analyiss': 5}","['ITIL', 'ISO 27001']","['API Integration', 'Cybersecurity']",Education,Vienna,onsite,"{'Italian': 'C2', 'Englihs': 'B2'}",8,110,2025-07-15,E16,Corporate Trainer,Designs and delivers employee training programs.,HR,"['Onboarding Suite', 'HRIS Plus', 'Employee Experience Platform']","{'Talent Management': 8, 'Communication Skills': 9, 'Organizational Development': 7, 'Digital HR': 8}","['PMP', 'SHRM-CP']",['HRIS Systems'],"['Manufacturing', 'Retail', 'Finance']",London,onsite,{'English': 'C2'},2025-06-25,30,1,9,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.504,0.1,0.9,0.4,0.78,0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0756,0.0025000000000000005,0.022500000000000003,0.010000000000000002,0.1606
378,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E19,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,['CloudSuite'],"{'Cloud Services': 7, 'API Development': 5, 'Data Analysis': 6, 'Workflow Automation': 7}",['ISO 27001'],"['API Integration', 'Cybersecurity']","['Education', 'Finance', 'Healthcare']",Berlin,hybrid,"{'English': 'B2', 'Italian': 'B1', 'German': 'B2'}",2025-06-16,40,8,9,7,0.0,0.0,0.89,1.0,0.62,0.5,1.0,0.512,0.8,0.9,0.7,1.0,1,0.0,0.0,0.08900000000000001,0.075,0.124,0.05,0.1,0.0768,0.020000000000000004,0.022500000000000003,0.017499999999999998,0.5748
363,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E4,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,"['CloudSuite', 'IntegrationHub', 'Workflow2000']","{'API Development': 4, 'Data Analysis': 6, 'Workflow Automation': 8, 'IT Infrastructure': 9}","['ITIL', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",['Finance'],Vienna,onsite,"{'French': 'C1', 'English': 'A1'}",2025-06-18,30,4,2,7,0.5,1.0,0.22,0.0,0.68,0.5,1.0,0.555,0.4,0.2,0.7,1.0,1,0.05,0.1,0.022000000000000002,0.0,0.136,0.05,0.1,0.08325,0.010000000000000002,0.005000000000000001,0.017499999999999998,0.5737500000000001
367,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E8,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,['Workflow2000'],"{'Workflow Automation': 10, 'Cloud Services': 4, 'API Development': 10, 'IT Infrastructure': 10, 'Data Analysis': 9}","['Microsoft Azure Certification', 'ISO 27001']",['Networking'],"['Manufacturing', 'Education']",Berlin,onsite,"{'Italian': 'A2', 'English': 'A2', 'French': 'B1'}",2025-06-05,30,7,1,5,0.0,0.0,0.44,1.0,0.88,1.0,0.0,0.539,0.7,0.1,0.5,1.0,1,0.0,0.0,0.044000000000000004,0.075,0.17600000000000002,0.1,0.0,0.08085,0.017499999999999998,0.0025000000000000005,0.0125,0.50835
361,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E2,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,"['CloudSuite', 'Workflow2000', 'Print2.0']","{'Data Analysis': 7, 'Cloud Services': 9}","['ISO 27001', 'Microsoft Azure Certification']",['Scripting'],"['Retail', 'Education']",Berlin,onsite,"{'French': 'C2', 'Italian': 'C2', 'English': 'C2'}",2025-06-27,30,10,10,1,0.5,0.0,0.67,1.0,0.38,1.0,0.0,0.512,1.0,1.0,0.1,1.0,1,0.05,0.0,0.067,0.075,0.07600000000000001,0.1,0.0,0.0768,0.025,0.025,0.0025000000000000005,0.4973
365,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E6,IT Systems Engineer,Maintains and optimizes internal IT infrastructure.,Technical,"['AIScan', 'Workflow2000']","{'Data Analysis': 10, 'Cloud Services': 5, 'API Development': 6, 'IT Infrastructure': 7, 'Workflow Automation': 8}","['ISO 27001', 'Microsoft Azure Certification']","['Networking', 'API Integration']","['Finance', 'Manufacturing']",Berlin,hybrid,"{'French': 'B1', 'Italian': 'B2'}",2025-06-11,20,3,9,7,0.0,0.0,0.28,0.0,0.82,1.0,0.5,0.559,0.3,0.9,0.7,1.0,1,0.0,0.0,0.028000000000000004,0.0,0.164,0.1,0.05,0.08385000000000001,0.0075,0.022500000000000003,0.017499999999999998,0.4733500000000001
372,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E13,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,['AIScan'],"{'IT Infrastructure': 7, 'Workflow Automation': 7, 'Data Analysis': 5, 'Cloud Services': 6}",['ISO 27001'],['Scripting'],"['Education', 'Retail', 'Healthcare']",Berlin,hybrid,"{'Italian': 'C1', 'French': 'B1'}",2025-06-21,40,8,7,7,0.0,0.0,0.33,1.0,0.68,0.5,0.0,0.539,0.8,0.7,0.7,1.0,1,0.0,0.0,0.033,0.075,0.136,0.05,0.0,0.08085,0.020000000000000004,0.017499999999999998,0.017499999999999998,0.42985000000000007
368,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E9,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['AIScan', 'IntegrationHub']","{'API Development': 4, 'IT Infrastructure': 4}","['Microsoft Azure Certification', 'ISO 27001']",['Cybersecurity'],['Retail'],Vienna,hybrid,{'French': 'A2'},2025-06-20,30,2,9,8,0.5,0.5,0.0,0.0,0.24,1.0,0.5,0.541,0.2,0.9,0.8,1.0,1,0.05,0.05,0.0,0.0,0.048,0.1,0.05,0.08115,0.005000000000000001,0.022500000000000003,0.020000000000000004,0.4266500000000001
376,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E17,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['Workflow2000', 'AIScan']","{'IT Infrastructure': 10, 'Workflow Automation': 8, 'API Development': 9, 'Cloud Services': 10}",['ITIL'],"['Scripting', 'API Integration']",['Education'],London,hybrid,{'French': 'B2'},2025-06-20,30,6,3,1,0.0,0.0,0.0,1.0,0.78,0.0,0.5,0.541,0.6,0.3,0.1,1.0,1,0.0,0.0,0.0,0.075,0.15600000000000003,0.0,0.05,0.08115,0.015,0.0075,0.0025000000000000005,0.38715000000000005
373,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E14,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['AIScan', 'Workflow2000']","{'Workflow Automation': 6, 'Cloud Services': 9, 'API Development': 6}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'Networking']","['Finance', 'Manufacturing']",Vienna,remote,{'Italian': 'B2'},2025-06-09,40,1,2,6,0.0,0.0,0.28,0.0,0.46,1.0,0.5,0.541,0.1,0.2,0.6,1.0,1,0.0,0.0,0.028000000000000004,0.0,0.09200000000000001,0.1,0.05,0.08115,0.0025000000000000005,0.005000000000000001,0.015,0.37365000000000004
364,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E5,Content Creator,"Develops written, video, and visual content for marketing.",Marketing,"['Digital Campaign Manager', 'Content CMS']","{'Campaign Management': 9, 'SEO Optimization': 4, 'Copywriting': 7, 'Content Strategy': 8}","['HubSpot Marketing Certification', 'Google Ads Certification']",['SEO Optimization'],"['Education', 'Manufacturing']",Vienna,onsite,"{'Italian': 'C2', 'French': 'B2'}",2025-06-21,30,5,7,9,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.428,0.5,0.7,0.9,1.0,1,0.0,0.1,0.033,0.075,0.0,0.0,0.0,0.0642,0.0125,0.017499999999999998,0.022500000000000003,0.32470000000000004
377,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E18,Workflow Consultant,Analyzes business processes and recommends workflow improvements.,Consulting,"['Strategy Kit', 'Business Analysis Framework', 'ERP Migration Tool']","{'Strategic Planning': 6, 'Change Management': 8, 'Business Analysis': 7, 'Project Management': 9, 'Workflow Optimization': 5}","['PMP', 'Business Analysis Certification']",['Business Workflow Optimization'],"['Retail', 'Healthcare']",Vienna,onsite,{'Italian': 'C2'},2025-06-01,30,10,4,2,0.0,1.0,0.33,0.0,0.12,0.0,0.0,0.611,1.0,0.4,0.2,1.0,1,0.0,0.1,0.033,0.0,0.024,0.0,0.0,0.09165,0.025,0.010000000000000002,0.005000000000000001,0.28865
379,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E20,Content Creator,"Develops written, video, and visual content for marketing.",Marketing,"['Content CMS', 'Social Media Manager', 'Digital Campaign Manager']","{'SEO Optimization': 9, 'Branding': 9, 'Campaign Management': 9, 'Copywriting': 5, 'Content Strategy': 5}","['Google Ads Certification', 'Digital Marketing Certification']",['Content Management Systems'],"['Retail', 'Education']",Berlin,onsite,"{'Italian': 'B1', 'German': 'C1', 'English': 'B2'}",2025-06-29,20,7,1,5,0.0,0.0,0.89,1.0,0.0,0.0,0.0,0.428,0.7,0.1,0.5,0.73,0,0.0,0.0,0.08900000000000001,0.075,0.0,0.0,0.0,0.0642,0.017499999999999998,0.0025000000000000005,0.0125,0.2607
362,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E3,Strategy Consultant,Advises leadership on business growth and optimization strategies.,Consulting,"['Business Analysis Framework', 'ERP Migration Tool', 'Strategy Kit']","{'Workflow Optimization': 6, 'Strategic Planning': 6, 'Business Analysis': 6, 'Project Management': 9}",['PMP'],['Strategic Planning'],"['Retail', 'Education', 'Finance']",London,remote,{'German': 'A1'},2025-06-16,40,9,5,10,0.0,0.0,0.22,1.0,0.14,0.0,0.0,0.445,0.9,0.5,1.0,1.0,1,0.0,0.0,0.022000000000000002,0.075,0.028000000000000004,0.0,0.0,0.06675,0.022500000000000003,0.0125,0.025,0.25175000000000003
374,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E15,Senior HR Manager,Manages HR operations and employee relations.,HR,"['Employee Experience Platform', 'Onboarding Suite', 'HRIS Plus']","{'Talent Management': 10, 'Organizational Development': 10, 'Communication Skills': 8}",['HR Analytics Certification'],['Organizational Development Systems'],"['Manufacturing', 'Education', 'Finance']",Berlin,onsite,"{'English': 'C2', 'Italian': 'B1'}",2025-06-04,20,9,5,4,0.0,0.0,0.56,1.0,0.0,0.0,0.0,0.494,0.9,0.5,0.4,1.0,1,0.0,0.0,0.05600000000000001,0.075,0.0,0.0,0.0,0.0741,0.022500000000000003,0.0125,0.010000000000000002,0.2501
375,P19,Implement scalable workflow automation system,"Deploy Workflow2000, integrate with client systems",Technical,"['Print2.0', 'IntegartionHub']","{'Data Analysis': 5, 'API Development': 9, 'IT nIfrastructure': 7, 'Clou dServices': 10, 'Workflow Automation': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",Education,Vienna,onsite,"{'German': 'B1', 'Italain': 'C1', 'Englsih': 'B1'}",10,140,2025-08-04,E16,Corporate Trainer,Designs and delivers employee training programs.,HR,"['Onboarding Suite', 'HRIS Plus', 'Employee Experience Platform']","{'Talent Management': 8, 'Communication Skills': 9, 'Organizational Development': 7, 'Digital HR': 8}","['PMP', 'SHRM-CP']",['HRIS Systems'],"['Manufacturing', 'Retail', 'Finance']",London,onsite,{'English': 'C2'},2025-06-25,30,1,9,4,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.504,0.1,0.9,0.4,1.0,1,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0756,0.0025000000000000005,0.022500000000000003,0.010000000000000002,0.1436
34,P2,Organizational culture development initiative,"Conduct workshops, employee surveys",HR,"['HRI SPlus', 'Employee Experience Platform']","{'DigitalH R': 7, 'Organizational Development': 7, 'Talent Management': 8, 'Comumnication Skills': 9}","['HR Analytics Certification', 'PMP']",['Organizational Development Systems'],Education,Lnodon,hybrid,"{'Italian': 'A1', 'French': 'B1'}",10,80,2025-07-23,E15,Senior HR Manager,Manages HR operations and employee relations.,HR,"['Employee Experience Platform', 'Onboarding Suite', 'HRIS Plus']","{'Talent Management': 10, 'Organizational Development': 10, 'Communication Skills': 8}",['HR Analytics Certification'],['Organizational Development Systems'],"['Manufacturing', 'Education', 'Finance']",Berlin,onsite,"{'English': 'C2', 'Italian': 'B1'}",2025-06-04,20,9,5,4,1.0,0.0,0.5,1.0,0.72,0.5,1.0,0.558,0.9,0.5,0.4,1.0,1,0.1,0.0,0.05,0.075,0.144,0.05,0.1,0.08370000000000001,0.022500000000000003,0.0125,0.010000000000000002,0.6476999999999999
35,P2,Organizational culture development initiative,"Conduct workshops, employee surveys",HR,"['HRI SPlus', 'Employee Experience Platform']","{'DigitalH R': 7, 'Organizational Development': 7, 'Talent Management': 8, 'Comumnication Skills': 9}","['HR Analytics Certification', 'PMP']",['Organizational Development Systems'],Education,Lnodon,hybrid,"{'Italian': 'A1', 'French': 'B1'}",10,80,2025-07-23,E16,Corporate Trainer,Designs and delivers employee training programs.,HR,"['Onboarding Suite', 'HRIS Plus', 'Employee Experience Platform']","{'Talent Management': 8, 'Communication Skills': 9, 'Organizational Development': 7, 'Digital HR': 8}","['PMP', 'SHRM-CP']",['HRIS Systems'],"['Manufacturing', 'Retail', 'Finance']",London,onsite,{'English': 'C2'},2025-06-25,30,1,9,4,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.649,0.1,0.9,0.4,1.0,1,0.1,0.1,0.0,0.0,0.2,0.05,0.0,0.09735,0.0025000000000000005,0.022500000000000003,0.010000000000000002,0.5823499999999999
