EmployeeID,Role Name,Role Description,Theme,Products Experience,Core Competencies,External/Internal Certifications,Expertise Areas,Industry Experience,Work Location,Work Flexibility,Languages Known,Available From,Weekly Availability in Hours,Cultural Awareness,Problem Solving,Leadership
E473,Customer Success Manager,"I am a highly experienced sales professional with a proven track record of driving client satisfaction and post-sales success across diverse industries including healthcare, manufacturing, and finance. My expertise in Loyalty CRM and CRM Pro, coupled with exceptional client and customer relationship management skills, allows me to effectively manage client portfolios and contribute significantly to project success.  I'm confident in my ability to leverage my skills to improve client retention and overall revenue growth.  I am eager to apply my expertise to projects requiring strong client relationship management and post-sales support.",Sales,"['Loyalty CRM', 'CRM Pro']","{'Customer Relationship Management': 4, 'Client Management': 6}",['Certified Sales Professional (CSP)'],['Sales Pipeline Automation'],"['Healthcare', 'Manufacturing', 'Finance']",London,onsite,"{'English': 'C2', 'French': 'A1', 'Italian': 'B1'}",2025-06-17,20,10,10,5
E474,Customer Success Manager,"I am a seasoned sales professional with extensive experience driving client satisfaction and post-sales success across diverse sectors like retail, healthcare, and finance.  My expertise in CRM integration (Salesforce Light and Loyalty CRM) combined with exceptional negotiation and client management skills allows me to seamlessly manage complex client relationships and optimize account performance. I am confident in contributing to projects requiring strong CRM proficiency and strategic client engagement, ensuring long-term growth and retention.",Sales,"['Loyalty CRM', 'SalesForce Light']","{'CRM Integration': 6, 'Negotiation': 10, 'Customer Relationship Management': 7, 'Client Management': 10}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']","['Sales Pipeline Automation', 'CRM Integration']","['Retail', 'Healthcare', 'Finance']",Berlin,remote,"{'French': 'B1', 'English': 'B1', 'Italian': 'A1'}",2025-06-09,40,9,4,4
E475,HR Business Partner,"I am an HR professional with extensive experience in optimizing employee experience using platforms like Employee Experience Platforms and HRIS Plus.  My expertise lies in talent management and, particularly, organizational development, where I've driven significant improvements in the healthcare sector. I'm eager to contribute my skills to projects requiring strategic HR alignment, fostering a positive employee journey, and driving organizational effectiveness.",HR,"['Employee Experience Platform', 'HRIS Plus']","{'Talent Management': 4, 'Organizational Development': 9}",['PMP'],['Organizational Development Systems'],['Healthcare'],Vienna,hybrid,"{'Italian': 'C1', 'English': 'B2'}",2025-06-09,20,9,2,9
E476,Workflow Consultant,"I am a highly analytical consultant specializing in optimizing business processes within the education sector, leveraging my expertise in strategic planning and project management to drive impactful change.  My experience with ERP migration tools and business analysis frameworks allows me to efficiently identify and resolve workflow inefficiencies, resulting in streamlined operations and improved outcomes.  I'm adept at navigating complex projects, utilizing my strong change management skills to ensure smooth transitions and buy-in from stakeholders. I'm eager to contribute my skills to projects requiring strategic planning and process improvement.",Consulting,"['ERP Migration Tool', 'Business Analysis Framework', 'Strategy Kit']","{'Project Management': 7, 'Business Analysis': 4, 'Workflow Optimization': 5, 'Change Management': 5, 'Strategic Planning': 9}","['PMP', 'Agile Practitioner']","['Business Workflow Optimization', 'ERP Systems Integration']",['Education'],London,onsite,"{'French': 'A2', 'English': 'B2', 'German': 'A2'}",2025-06-01,30,8,5,3
E477,HR Business Partner,"I am a highly skilled HR professional with extensive experience in implementing and managing HRIS Plus, Employee Experience Platforms, and Onboarding Suites across diverse industries like Finance, Healthcare, and Retail.  My expertise in Digital HR and Talent Management allows me to streamline processes and drive impactful organizational development initiatives. I'm adept at communicating complex information clearly and concisely, ensuring alignment between HR strategy and leadership goals. I'm eager to contribute my skills to projects focused on improving employee experience and enhancing talent acquisition and retention.",HR,"['HRIS Plus', 'Employee Experience Platform', 'Onboarding Suite']","{'Communication Skills': 5, 'Digital HR': 10, 'Talent Management': 9, 'Organizational Development': 6}","['PMP', 'SHRM-CP']",['Employee Experience Platforms'],"['Finance', 'Healthcare', 'Retail']",Berlin,hybrid,"{'French': 'C2', 'Italian': 'B1', 'English': 'B1'}",2025-06-16,30,5,7,4
E478,Solution Architect,"I am a highly proficient cloud solutions architect with extensive experience in Print2.0 and CloudSuite implementations, specializing in workflow automation and IT infrastructure optimization within the education and healthcare sectors. My expertise in API development and data analysis allows me to design and deliver robust, scalable technical solutions for our enterprise clients.  I'm confident in leveraging my skills to contribute significantly to projects requiring seamless cloud integration and efficient process automation.",Technical,"['Print2.0', 'CloudSuite']","{'Data Analysis': 7, 'Workflow Automation': 9, 'IT Infrastructure': 8, 'Cloud Services': 10, 'API Development': 7}","['ISO 27001', 'Microsoft Azure Certification']",['Cybersecurity'],"['Education', 'Healthcare']",Vienna,onsite,"{'English': 'C1', 'Italian': 'B1'}",2025-05-22,20,4,5,9
E479,Project Manager,"I am a highly experienced consultant specializing in streamlining business operations and driving successful project delivery across diverse sectors like retail, finance, and education.  My expertise in project management, change management, and strategic planning, coupled with hands-on experience using tools like the Strategy Kit and ERP Migration Tool, allows me to efficiently coordinate cross-functional teams and deliver impactful results.  I excel at optimizing workflows and conducting thorough business analysis to identify and address key challenges, ensuring seamless transitions and sustainable improvements. I'm confident in my ability to contribute significantly to projects requiring strategic planning and complex operational changes.",Consulting,"['Strategy Kit', 'ERP Migration Tool']","{'Business Analysis': 4, 'Project Management': 8, 'Change Management': 9, 'Workflow Optimization': 5, 'Strategic Planning': 10}","['Agile Practitioner', 'Six Sigma']","['Business Workflow Optimization', 'Strategic Planning']","['Retail', 'Finance', 'Education']",Vienna,remote,{'English': 'A1'},2025-06-08,20,10,10,9
E480,Compliance Manager,"I am a highly skilled contract and compliance professional with extensive experience in retail and finance, specializing in Contract Manager Pro and Compliance Suite.  My expertise in contract management and meticulous document review allows me to ensure regulatory adherence and minimize legal risk for the company.  I'm eager to contribute my skills to projects requiring robust contract negotiation and compliance oversight, guaranteeing seamless operations and minimizing potential liabilities.",Legal,"['Contract Manager Pro', 'Compliance Suite']","{'Contract Management': 5, 'Document Review': 6}",['Contract Law Certification'],"['Contract Management Systems', 'Document Archiving']","['Retail', 'Finance']",London,remote,"{'German': 'A2', 'English': 'B2', 'Italian': 'A2'}",2025-06-01,30,1,3,7
E481,Data Analyst,"I am a data-driven technical professional with extensive experience leveraging cloud services and workflow automation to deliver actionable business insights, particularly within the healthcare, finance, and manufacturing sectors.  My expertise in API development and IT infrastructure, coupled with my proven success using AIScan, allows me to efficiently analyze complex datasets and identify key trends.  I'm eager to contribute to projects requiring robust data analysis and the implementation of streamlined technical solutions.",Technical,['AIScan'],"{'Cloud Services': 10, 'IT Infrastructure': 7, 'API Development': 6, 'Workflow Automation': 8}",['ISO 27001'],['Networking'],"['Healthcare', 'Finance', 'Manufacturing']",Berlin,remote,{'Italian': 'A1'},2025-05-27,10,10,7,3
E482,Field Support Engineer,"I am a highly proficient IT infrastructure specialist with extensive experience in workflow automation and cloud services, particularly with platforms like CloudSuite and Workflow2000.  My expertise in API development and strong technical skills allow me to quickly troubleshoot and resolve complex issues, ensuring seamless operation of our systems. I'm eager to contribute to projects requiring robust IT infrastructure support and automation, leveraging my proven ability to streamline processes and enhance efficiency within educational settings.  My background with Print2.0 also offers a valuable skillset for print infrastructure management.",Technical,"['CloudSuite', 'Workflow2000', 'Print2.0']","{'Cloud Services': 7, 'IT Infrastructure': 9, 'Workflow Automation': 9, 'API Development': 9}",['Microsoft Azure Certification'],['API Integration'],['Education'],Berlin,remote,"{'German': 'B1', 'French': 'A2'}",2025-06-18,10,10,7,3
E483,Compliance Manager,"I am a detail-oriented professional with extensive experience in healthcare compliance and contract management, leveraging my expertise in tools like Contract Manager Pro and Regulatory Tracker.  My strong documentation skills (9/10) allow me to ensure seamless adherence to regulations and company standards, contributing to successful project execution and risk mitigation. I'm proficient in contract management (6/10) and possess a foundational understanding of regulatory landscapes (4/10), making me a valuable asset to teams requiring compliance support. I'm eager to contribute my skills to projects demanding meticulous attention to detail and a firm grasp of legal requirements.",Legal,"['Contract Manager Pro', 'Regulatory Tracker']","{'Compliance Documentation': 9, 'Contract Management': 6, 'Regulatory Knowledge': 4}","['Contract Law Certification', 'GDPR Certification']",['Regulatory Compliance Tools'],['Healthcare'],London,onsite,"{'English': 'A1', 'German': 'B1'}",2025-06-09,20,3,8,2
E484,Legal Counsel,"I am a legal professional with extensive experience in contract management and regulatory compliance, particularly within the manufacturing, healthcare, and retail sectors. My expertise in navigating complex compliance suites allows me to contribute significantly to projects requiring thorough document review and risk mitigation.  I excel at ensuring our operations remain compliant with relevant regulations, and I'm confident in my ability to proactively identify and address potential legal issues.",Legal,['Compliance Suite'],"{'Document Review': 8, 'Contract Management': 10, 'Regulatory Knowledge': 10}","['GDPR Certification', 'Contract Law Certification']",['Document Archiving'],"['Manufacturing', 'Healthcare', 'Retail']",Vienna,hybrid,"{'Italian': 'C1', 'German': 'C2', 'English': 'A2'}",2025-06-12,10,6,9,7
E485,Pre-Sales Engineer,"I am a sales professional with a proven track record in Education, Manufacturing, and Healthcare, adept at building strong client relationships and closing deals. My expertise lies in leveraging CRM systems like Salesforce Light, CRM Pro, and Loyalty CRM to streamline processes and maximize sales opportunities, and I excel at negotiation and crafting compelling solution proposals.  I'm confident in my ability to contribute significantly to projects requiring strong client management skills and technical proficiency,  bringing my extensive CRM knowledge and experience to drive revenue growth.",Sales,"['SalesForce Light', 'CRM Pro', 'Loyalty CRM']","{'Customer Relationship Management': 6, 'CRM Integration': 4, 'Negotiation': 9, 'Client Management': 7}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']","['CRM Integration', 'Sales Pipeline Automation']","['Education', 'Manufacturing', 'Healthcare']",Vienna,remote,"{'German': 'C2', 'English': 'A2', 'Italian': 'B2'}",2025-06-04,20,5,4,8
E486,Workflow Consultant,"I am a seasoned business analyst with a proven track record of streamlining operations across diverse industries like finance, education, and retail.  My expertise in workflow optimization, strategic planning, and project management, coupled with experience using tools like ERP migration software and business analysis frameworks, allows me to effectively analyze complex processes and recommend impactful solutions. I'm confident in my ability to contribute significantly to projects requiring process improvement, strategic planning, or change management, leading to increased efficiency and positive organizational outcomes.",Consulting,"['ERP Migration Tool', 'Business Analysis Framework', 'Strategy Kit']","{'Business Analysis': 6, 'Workflow Optimization': 10, 'Change Management': 8, 'Strategic Planning': 9, 'Project Management': 9}",['Business Analysis Certification'],['Strategic Planning'],"['Finance', 'Education', 'Retail']",Berlin,onsite,"{'English': 'B1', 'French': 'B2'}",2025-06-15,40,4,4,2
E487,Integration Developer,"I am a highly proficient technical specialist with extensive experience in integrating Canon products with third-party systems using platforms like IntegrationHub and Workflow2000. My core strengths lie in IT infrastructure, API development, and workflow automation, allowing me to seamlessly connect disparate systems and optimize processes across diverse industries such as manufacturing and healthcare. I am confident in my ability to contribute significantly to projects requiring robust integration solutions and streamlined workflows.  I'm eager to leverage my skills to enhance our product offerings and improve operational efficiency.",Technical,"['IntegrationHub', 'Workflow2000']","{'IT Infrastructure': 6, 'API Development': 6, 'Workflow Automation': 6}","['Microsoft Azure Certification', 'ITIL']","['Cloud Infrastructure', 'API Integration']","['Manufacturing', 'Healthcare']",London,hybrid,{'Italian': 'B2'},2025-06-05,10,5,4,8
E488,Content Creator,"I'm a marketing professional with a strong background in developing compelling content across various media, leveraging my expertise in content strategy, SEO optimization, and branding to drive impactful campaigns. My experience with CMS platforms, digital campaign management tools, and SEO toolkits allows me to efficiently execute and analyze marketing initiatives, contributing significantly to project success in both healthcare and finance.  I'm particularly adept at crafting engaging copy and visual assets, and I'm confident in my ability to significantly improve the reach and effectiveness of our marketing efforts.",Marketing,"['Content CMS', 'Digital Campaign Manager', 'SEO Toolkit']","{'Campaign Management': 7, 'Copywriting': 5, 'Branding': 9, 'Content Strategy': 5, 'SEO Optimization': 8}","['Digital Marketing Certification', 'HubSpot Marketing Certification']","['SEO Optimization', 'Social Media Integration']","['Healthcare', 'Finance']",London,hybrid,{'French': 'B1'},2025-06-18,40,7,2,3
E489,HR Business Partner,"I am a highly experienced HR professional with a proven track record in optimizing employee experience across diverse industries like healthcare, education, and manufacturing. My expertise spans Employee Experience Platforms, Onboarding Suites, and HRIS Plus, allowing me to contribute significantly to projects requiring digital HR solutions and talent management strategies.  I excel at communicating complex information and driving organizational development initiatives, leveraging my strong communication and organizational skills to align HR strategy with leadership objectives. I am confident in my ability to improve employee engagement and streamline HR processes.",HR,"['Employee Experience Platform', 'Onboarding Suite', 'HRIS Plus']","{'Communication Skills': 6, 'Organizational Development': 7, 'Digital HR': 10, 'Talent Management': 9}",['SHRM-CP'],"['Organizational Development Systems', 'HRIS Systems']","['Healthcare', 'Education', 'Manufacturing']",London,remote,"{'French': 'B1', 'Italian': 'B2', 'German': 'C2'}",2025-06-05,40,10,6,1
E490,Corporate Trainer,"I am a Human Resources professional with a strong background in employee experience, specializing in the implementation and optimization of platforms like Employee Experience Platforms and HRIS Plus within the healthcare industry.  My communication skills are a key strength, allowing me to effectively design and deliver engaging training programs and collaborate on talent management initiatives.  I'm proficient in leveraging digital HR tools to improve processes and contribute to projects focused on enhancing employee engagement and development.",HR,"['Employee Experience Platform', 'HRIS Plus']","{'Communication Skills': 6, 'Digital HR': 4, 'Talent Management': 4}",['HR Analytics Certification'],['Employee Experience Platforms'],['Healthcare'],London,hybrid,"{'English': 'C2', 'German': 'B1', 'Italian': 'B2'}",2025-06-07,40,10,5,1
E491,Data Analyst,"I am a data-driven technical professional with extensive experience in API development and data analysis, leveraging platforms like IntegrationHub and AIScan to deliver actionable business insights.  My strong cloud services skills allow me to seamlessly integrate data from diverse sources across sectors like education, healthcare, and retail.  I excel at translating complex data into clear recommendations, contributing significantly to projects requiring insightful analysis and robust API solutions. I'm eager to leverage my skills to drive impactful results within the company.",Technical,"['IntegrationHub', 'AIScan']","{'Cloud Services': 4, 'API Development': 5, 'Data Analysis': 7}",['ITIL'],"['Scripting', 'Cybersecurity']","['Education', 'Healthcare', 'Retail']",London,onsite,"{'German': 'C1', 'English': 'C1'}",2025-05-26,30,3,1,5
E492,Solution Architect,"I am a data-driven technical specialist with a proven track record in designing and implementing cloud-based solutions, particularly within the education sector.  My expertise in CloudSuite, Print2.0, and AIScan allows me to contribute significantly to projects involving workflow automation and data analysis, leveraging my strong skills in these areas (Data Analysis: 9/10, Cloud Services: 8/10). I'm eager to apply my knowledge to develop efficient and scalable technical solutions for our enterprise clients.",Technical,"['CloudSuite', 'Print2.0', 'AIScan']","{'Cloud Services': 8, 'Workflow Automation': 5, 'Data Analysis': 9, 'IT Infrastructure': 4, 'API Development': 5}",['ITIL'],"['API Integration', 'Scripting']",['Education'],Vienna,hybrid,"{'Italian': 'B2', 'French': 'C1'}",2025-06-10,30,6,7,5
E493,Senior HR Manager,"I am a highly proficient HR professional with extensive experience in optimizing employee experience, particularly within Employee Experience Platforms.  My expertise in Digital HR and Talent Management, coupled with strong organizational development skills, allows me to effectively streamline HR processes and contribute to strategic initiatives across diverse industries like retail, manufacturing, and healthcare. I'm confident in my ability to manage HR operations, improve employee relations, and lead projects focused on enhancing employee engagement and performance.",HR,['Employee Experience Platform'],"{'Organizational Development': 8, 'Communication Skills': 5, 'Digital HR': 10, 'Talent Management': 10}","['HR Analytics Certification', 'SHRM-CP']","['HRIS Systems', 'Employee Experience Platforms']","['Retail', 'Manufacturing', 'Healthcare']",London,onsite,{'German': 'C2'},2025-06-18,30,5,4,9
E494,Strategy Consultant,"I am a business analyst specializing in manufacturing optimization, leveraging my expertise in Strategy Kits, ERP migration, and robust business analysis frameworks to drive impactful change.  My strong analytical skills (10/10) allow me to advise leadership on strategic growth initiatives, while my experience with workflow optimization (8/10) ensures efficient project execution.  I'm confident in contributing to projects requiring process improvement and strategic planning within the manufacturing sector, and eager to collaborate on initiatives leveraging my proven methodologies.",Consulting,"['Strategy Kit', 'ERP Migration Tool', 'Business Analysis Framework']","{'Business Analysis': 10, 'Project Management': 4, 'Workflow Optimization': 8, 'Change Management': 4}",['Agile Practitioner'],['ERP Systems Integration'],['Manufacturing'],London,remote,{'German': 'B2'},2025-06-06,40,6,2,10
E495,Content Creator,"I am a marketing professional with extensive experience crafting compelling content across various media, from social media campaigns to SEO-optimized website copy.  My strengths lie in developing and executing successful marketing strategies, leveraging my expertise in branding, content strategy, and campaign management to drive results across diverse industries like retail, manufacturing, and finance. I excel at translating complex information into engaging narratives that resonate with target audiences, and I'm eager to contribute my skills to impactful projects.  I'm proficient with SEO toolkits and have a proven track record managing social media presence.",Marketing,"['Social Media Manager', 'SEO Toolkit']","{'SEO Optimization': 4, 'Copywriting': 6, 'Branding': 7, 'Campaign Management': 8, 'Content Strategy': 10}","['Google Ads Certification', 'HubSpot Marketing Certification']","['SEO Optimization', 'Social Media Integration']","['Retail', 'Manufacturing', 'Finance']",Berlin,remote,{'French': 'B1'},2025-06-02,40,7,4,2
E496,Senior HR Manager,"I am an HR professional with extensive experience in talent management and a proven track record in streamlining HR operations, particularly with HRIS Plus and Onboarding Suite. My strong communication skills allow me to effectively partner with employees and management to foster positive employee relations and contribute to successful project implementation within the Finance sector.  I'm adept at leveraging technology to enhance HR processes and am eager to contribute my expertise to projects requiring efficient talent management and strong stakeholder communication.",HR,"['HRIS Plus', 'Onboarding Suite']","{'Talent Management': 5, 'Communication Skills': 9}",['SHRM-CP'],['Organizational Development Systems'],['Finance'],London,hybrid,"{'German': 'A1', 'English': 'A2', 'Italian': 'C2'}",2025-05-21,20,8,2,6
E497,IT Systems Engineer,"I am a highly proficient IT infrastructure specialist with extensive experience supporting diverse industries, including retail, finance, and manufacturing. My expertise spans core systems like Print2.0, Workflow2000, and CloudSuite, and I possess strong skills in cloud services (8/10) and IT infrastructure management (6/10) allowing me to contribute significantly to infrastructure optimization projects.  I'm also adept at data analysis (5/10) which helps me identify and resolve performance bottlenecks, contributing to improved efficiency across various teams.  I'm eager to leverage my skills to maintain and enhance our internal IT systems.",Technical,"['Print2.0', 'Workflow2000', 'CloudSuite']","{'IT Infrastructure': 6, 'Cloud Services': 8, 'Data Analysis': 5}",['ITIL'],['API Integration'],"['Retail', 'Finance', 'Manufacturing']",London,hybrid,"{'French': 'C1', 'German': 'B1'}",2025-06-05,10,7,4,1
E498,Data Analyst,"I am a data-driven technical professional with extensive experience in API development and IT infrastructure, leveraging my skills to deliver actionable business insights.  My work with AIScan has honed my ability to analyze complex data sets and translate them into strategic recommendations for improved efficiency and decision-making. I'm adept at building and maintaining robust APIs, and my background in both education and retail gives me a broad understanding of diverse business needs.  I'm eager to contribute my technical expertise to projects requiring data analysis and system optimization.",Technical,['AIScan'],"{'API Development': 5, 'IT Infrastructure': 6}",['ITIL'],['Cloud Infrastructure'],"['Education', 'Retail']",Berlin,remote,{'English': 'A1'},2025-06-18,10,4,6,2
E499,Integration Developer,"I am a technical specialist with extensive experience in IT infrastructure and cloud services, particularly with CloudSuite.  My skills in API development and workflow automation allow me to build robust and efficient integrations, streamlining processes and enhancing system functionality. I'm eager to contribute to projects leveraging these skills, particularly those within the education sector, such as developing integrations between Canon products and third-party systems.  I'm confident in delivering high-quality solutions.",Technical,['CloudSuite'],"{'IT Infrastructure': 10, 'API Development': 4, 'Cloud Services': 7, 'Workflow Automation': 5}",['Microsoft Azure Certification'],"['Cybersecurity', 'Cloud Infrastructure']",['Education'],London,hybrid,"{'Italian': 'C2', 'English': 'B2'}",2025-05-25,10,3,1,10
E500,Senior HR Manager,"I'm a highly proficient HR professional with extensive experience in digital HR and organizational development, specializing in optimizing employee experience across the entire lifecycle.  My expertise with HRIS Plus, Employee Experience Platforms, and Onboarding Suites allows me to streamline HR operations and drive impactful improvements. I'm particularly adept at leveraging technology to enhance employee relations and contribute to projects focused on improving employee engagement and retention, especially within the financial sector.  I'm excited to contribute my skills to initiatives that foster a positive and productive work environment.",HR,"['HRIS Plus', 'Employee Experience Platform', 'Onboarding Suite']","{'Digital HR': 8, 'Organizational Development': 10}",['HR Analytics Certification'],"['Organizational Development Systems', 'HRIS Systems']",['Finance'],Berlin,onsite,"{'English': 'C1', 'Italian': 'A1', 'French': 'B2'}",2025-05-28,30,8,7,6
E501,Senior HR Manager,"I am a seasoned HR professional with a proven track record across diverse industries including healthcare, retail, and finance, specializing in optimizing onboarding experiences using our company's Onboarding Suite.  My exceptional communication skills (10/10) allow me to effectively manage employee relations and contribute to the overall success of HR initiatives.  I'm eager to leverage my expertise in digital HR (7/10) to streamline processes and improve employee engagement, and I'm confident I can make significant contributions to projects requiring strong organizational development skills.",HR,['Onboarding Suite'],"{'Communication Skills': 10, 'Organizational Development': 4, 'Digital HR': 7}","['SHRM-CP', 'HR Analytics Certification']",['Employee Experience Platforms'],"['Healthcare', 'Retail', 'Finance']",Vienna,remote,"{'French': 'C2', 'English': 'B1'}",2025-06-18,40,3,10,3
E502,Data Analyst,"I am a highly analytical technical professional with extensive experience in workflow automation and API development using platforms like Workflow2000, AIScan, and IntegrationHub.  My expertise in data analysis, cloud services, and IT infrastructure allows me to translate complex data into actionable business insights, driving efficiency and innovation in projects across education and finance. I'm confident in my ability to contribute significantly to initiatives requiring robust workflow automation and seamless data integration.  I'm eager to leverage my skills to improve processes and deliver impactful results.",Technical,"['Workflow2000', 'AIScan', 'IntegrationHub']","{'Data Analysis': 7, 'Cloud Services': 6, 'IT Infrastructure': 6, 'API Development': 7, 'Workflow Automation': 10}",['Microsoft Azure Certification'],['Cloud Infrastructure'],"['Education', 'Finance']",Berlin,onsite,"{'French': 'C2', 'English': 'A2'}",2025-06-11,20,5,5,10
E503,Content Creator,"I am a marketing professional with extensive experience developing compelling content across various mediums, including written, video, and visual formats.  My expertise in SEO optimization, content strategy, and copywriting allows me to create high-impact campaigns that drive results, particularly within the education sector. I excel at managing digital campaigns and social media strategies, leveraging my skills to increase brand awareness and engagement.  I'm eager to contribute my skills to projects requiring creative content development and strategic campaign execution.",Marketing,"['Digital Campaign Manager', 'Social Media Manager', 'SEO Toolkit']","{'Branding': 4, 'Campaign Management': 6, 'Copywriting': 10, 'Content Strategy': 10, 'SEO Optimization': 7}",['Digital Marketing Certification'],['Content Management Systems'],['Education'],Berlin,onsite,"{'Italian': 'B1', 'German': 'C1', 'English': 'C1'}",2025-06-17,40,2,4,2
E504,Field Support Engineer,"I am a highly proficient technical specialist with extensive experience in IT infrastructure, API development, and data analysis, specifically within the manufacturing industry.  My expertise with products like AIScan, CloudSuite, and Print2.0 allows me to effectively troubleshoot and optimize systems, contributing significantly to projects requiring robust technical solutions. I am confident in my ability to leverage my skills to improve efficiency and solve complex technical challenges. My strong analytical skills allow me to quickly identify and address issues, ensuring minimal downtime.",Technical,"['AIScan', 'CloudSuite', 'Print2.0']","{'IT Infrastructure': 9, 'Cloud Services': 5, 'API Development': 9, 'Data Analysis': 10}",['Microsoft Azure Certification'],"['Networking', 'Cybersecurity']",['Manufacturing'],Vienna,onsite,"{'English': 'B2', 'French': 'A1', 'German': 'A2'}",2025-06-18,30,4,1,1
E505,Field Support Engineer,"I am a highly proficient IT professional with extensive experience in cloud services and IT infrastructure, boasting a proven track record across diverse sectors including manufacturing, education, and finance. My expertise in managing CloudSuite, AIScan, and Workflow2000 allows me to contribute significantly to projects requiring robust cloud solutions and efficient workflows. I'm confident in my ability to leverage my skills to solve complex technical challenges and provide exceptional support, contributing to the seamless operation of our systems.  I'm eager to apply my knowledge to enhance our technical capabilities.",Technical,"['CloudSuite', 'AIScan', 'Workflow2000']","{'Cloud Services': 8, 'IT Infrastructure': 10}",['Microsoft Azure Certification'],['Cloud Infrastructure'],"['Manufacturing', 'Education', 'Finance']",Berlin,remote,"{'French': 'A1', 'English': 'A2', 'Italian': 'B2'}",2025-06-04,30,10,4,4
E506,Technical Support Specialist,"I am a highly proficient IT infrastructure specialist with extensive experience optimizing workflows in the healthcare industry, leveraging platforms like Workflow2000, CloudSuite, and AIScan. My strong analytical skills (8/10) allow me to quickly diagnose and resolve complex technical issues, ensuring seamless system operations. I'm eager to contribute my expertise in workflow automation and cloud services to projects requiring robust, scalable solutions, and I'm confident in my ability to enhance our technical support and development capabilities.",Technical,"['Workflow2000', 'CloudSuite', 'AIScan']","{'Data Analysis': 8, 'IT Infrastructure': 10, 'API Development': 5, 'Workflow Automation': 4, 'Cloud Services': 4}","['ITIL', 'ISO 27001']",['Scripting'],['Healthcare'],London,onsite,"{'English': 'A2', 'French': 'C2'}",2025-06-06,30,3,8,7
E507,Project Manager,"I am a highly analytical consultant specializing in strategic planning and workflow optimization within the retail industry, with proven success leveraging the Strategy Kit.  My expertise lies in driving efficient project delivery and coordinating cross-functional teams to achieve business objectives.  I excel at navigating complex challenges, streamlining processes, and ensuring successful change management, offering a valuable blend of strategic thinking and practical implementation.",Consulting,['Strategy Kit'],"{'Strategic Planning': 8, 'Business Analysis': 6, 'Workflow Optimization': 8, 'Project Management': 4, 'Change Management': 10}",['Six Sigma'],['Business Workflow Optimization'],['Retail'],Berlin,hybrid,"{'French': 'C1', 'English': 'B1', 'German': 'A2'}",2025-06-04,20,1,3,6
E508,Integration Developer,"I am a highly skilled software engineer with extensive experience integrating complex systems, specifically within the Retail, Manufacturing, and Healthcare sectors.  My expertise lies in API development, cloud services (AWS, Azure), and workflow automation using platforms like CloudSuite, Workflow2000, and Print2.0, allowing me to seamlessly integrate Canon products with third-party applications.  I'm confident in my ability to contribute significantly to projects requiring robust and efficient system integrations.",Technical,"['CloudSuite', 'Workflow2000', 'Print2.0']","{'API Development': 10, 'Cloud Services': 5, 'Workflow Automation': 6}",['ITIL'],['Networking'],"['Retail', 'Manufacturing', 'Healthcare']",London,onsite,"{'German': 'C2', 'French': 'B1'}",2025-06-08,20,1,8,8
E509,Project Manager,"I am a business analyst specializing in financial services, with a proven track record in optimizing workflows and developing strategic plans.  My expertise in applying business analysis frameworks ensures projects are delivered efficiently and effectively.  I excel at coordinating cross-functional teams to achieve shared objectives and consistently deliver high-quality results. I am confident in my ability to significantly contribute to projects requiring robust planning and process improvement within the finance sector.",Consulting,['Business Analysis Framework'],"{'Workflow Optimization': 9, 'Strategic Planning': 10}","['Six Sigma', 'Business Analysis Certification']",['Business Workflow Optimization'],['Finance'],Vienna,remote,{'Italian': 'A2'},2025-05-19,20,3,9,6
E510,Integration Developer,"I am a software engineer with a strong background in Print2.0 and a proven ability to develop robust API integrations.  My expertise in API development, coupled with data analysis and workflow automation skills, allows me to streamline complex processes and deliver efficient solutions. I'm eager to contribute to projects involving the integration of Canon products within the healthcare or education sectors, leveraging my experience to create seamless and impactful systems.  I'm particularly interested in opportunities to develop integrations between Canon products and third-party systems.",Technical,['Print2.0'],"{'API Development': 9, 'Data Analysis': 6, 'Workflow Automation': 6}",['Microsoft Azure Certification'],['Cloud Infrastructure'],"['Healthcare', 'Education']",London,hybrid,{'German': 'A1'},2025-06-06,30,10,9,3
E511,Integration Developer,"I am a highly analytical CloudSuite specialist with a strong background in the financial industry, proficient in data analysis and cloud services.  My expertise in API development and workflow automation allows me to seamlessly integrate various systems, streamlining processes and improving efficiency.  I'm eager to contribute to projects requiring robust cloud-based solutions and am particularly interested in developing integrations for our products with third-party systems.",Technical,['CloudSuite'],"{'Data Analysis': 7, 'Cloud Services': 8, 'Workflow Automation': 5, 'API Development': 6, 'IT Infrastructure': 4}","['ISO 27001', 'Microsoft Azure Certification']","['Scripting', 'Cloud Infrastructure']",['Finance'],London,onsite,{'German': 'C2'},2025-05-20,40,9,8,3
E512,Field Support Engineer,"I am a highly proficient technical professional with extensive experience in healthcare IT infrastructure and API development, specifically with Workflow2000.  My skills in building and maintaining robust APIs and managing IT infrastructure allow me to contribute significantly to projects requiring seamless system integration and reliable technical support.  I'm eager to leverage my expertise to optimize workflows and improve operational efficiency within the organization.",Technical,['Workflow2000'],"{'API Development': 8, 'IT Infrastructure': 8}","['ITIL', 'ISO 27001']","['Networking', 'Cloud Infrastructure']",['Healthcare'],Vienna,onsite,"{'French': 'A2', 'English': 'C2'}",2025-06-06,10,1,4,3
